Date,Month,Symbol,Open,High,Low,Close,Volume
11/15/21,Nov,BTCUSD,65744.18,66340.74,60503.00,60944.13,1790.80
11/16/21,Nov,BTCUSD,60944.13,61558.53,58573.00,59050.45,2725.20
11/17/21,Nov,BTCUSD,59050.45,60976.25,58434.80,59885.21,1794.84
11/18/21,Nov,BTCUSD,59885.21,60106.30,53760.00,55911.16,3999.42
11/19/21,Nov,BTCUSD,55911.16,59042.00,55856.95,58596.83,1483.12
11/20/21,Nov,BTCUSD,58596.83,59886.11,57442.00,58741.06,777.79
11/21/21,Nov,BTCUSD,58741.06,60061.89,57049.07,57440.38,649.59
11/22/21,Nov,BTCUSD,57440.38,59581.52,55648.53,56975.38,1430.31
11/23/21,Nov,BTCUSD,56975.38,57882.26,55384.00,56423.50,1584.78
11/24/21,Nov,BTCUSD,56423.50,58276.58,55899.00,57756.25,1105.16
11/25/21,Nov,BTCUSD,57756.25,59476.65,57051.76,57952.35,628.99
11/26/21,Nov,BTCUSD,57952.35,58043.76,53529.00,54409.03,2804.10
11/27/21,Nov,BTCUSD,54409.03,55320.80,53739.80,54161.85,556.51
11/28/21,Nov,BTCUSD,54161.85,58265.20,53333.33,57400.61,790.75
11/29/21,Nov,BTCUSD,57400.61,58903.31,56734.49,57163.87,1057.04
11/30/21,Nov,BTCUSD,57163.87,59226.98,55930.25,57404.47,1487.28
12/1/21,Dec,BTCUSD,57404.47,59105.91,55860.02,56362.19,1420.43
12/2/21,Dec,BTCUSD,56362.19,57277.92,56000.00,56380.25,1140.49
12/3/21,Dec,BTCUSD,56380.25,57673.58,51619.30,52055.90,1784.77
12/4/21,Dec,BTCUSD,52055.90,52644.42,42074.62,49249.56,5486.89
12/5/21,Dec,BTCUSD,49249.56,49786.95,47844.03,49103.01,3697.03
12/6/21,Dec,BTCUSD,49103.01,51481.04,47165.65,51012.43,2139.33
12/7/21,Dec,BTCUSD,51012.43,51982.66,50086.00,50162.48,1220.79
12/8/21,Dec,BTCUSD,50162.48,51269.82,48669.68,49567.40,1215.60
12/9/21,Dec,BTCUSD,49567.40,50362.35,47335.20,48405.03,1686.80
12/10/21,Dec,BTCUSD,48405.03,49243.00,46759.20,48331.11,766.72
12/11/21,Dec,BTCUSD,48331.11,49699.99,47819.28,49333.66,623.86
12/12/21,Dec,BTCUSD,49333.66,50808.48,48490.81,48899.75,779.55
12/13/21,Dec,BTCUSD,48899.75,49348.69,45618.84,46968.47,1749.04
12/14/21,Dec,BTCUSD,46968.47,48784.28,46350.00,48280.50,1026.12
12/15/21,Dec,BTCUSD,48280.50,49500.00,46539.00,48838.59,1684.17
12/16/21,Dec,BTCUSD,48838.59,49466.29,47438.15,47779.80,881.67
12/17/21,Dec,BTCUSD,47779.80,48194.13,45463.96,46312.19,1294.10
12/18/21,Dec,BTCUSD,46312.19,47980.93,46100.00,47745.99,500.98
12/19/21,Dec,BTCUSD,47745.99,48306.22,46255.00,46709.08,670.52
12/20/21,Dec,BTCUSD,46709.08,48082.61,45579.18,47954.56,954.70
12/21/21,Dec,BTCUSD,47954.56,49598.11,47948.07,49263.44,1235.89
12/22/21,Dec,BTCUSD,49263.44,49548.86,48063.36,48545.38,726.80
12/23/21,Dec,BTCUSD,48545.38,51533.71,48072.35,51067.84,1001.26
12/24/21,Dec,BTCUSD,51067.84,51866.86,50461.08,50872.31,558.12
12/25/21,Dec,BTCUSD,50872.31,51156.95,49656.65,49705.21,400.67
12/26/21,Dec,BTCUSD,49705.21,51294.26,49460.66,51036.12,489.24
12/27/21,Dec,BTCUSD,51036.12,52104.93,49509.47,49821.79,896.04
12/28/21,Dec,BTCUSD,49821.79,49834.68,47322.97,48017.93,1275.01
12/29/21,Dec,BTCUSD,48017.93,48075.97,45945.30,46502.44,1119.63
12/30/21,Dec,BTCUSD,46502.44,47949.30,46496.19,47207.99,998.41
12/31/21,Dec,BTCUSD,47207.99,48578.35,45641.11,46806.83,1591.71
1/4/21,January,SP500,3764.61,3769.99,3662.71,3700.65,5006680000.00
1/5/21,January,SP500,3698.02,3737.83,3695.07,3726.86,4582620000.00
1/6/21,January,SP500,3712.20,3783.04,3705.34,3748.14,6049970000.00
1/7/21,January,SP500,3764.71,3811.55,3764.71,3803.79,5080870000.00
1/8/21,January,SP500,3815.05,3826.69,3783.60,3824.68,4764180000.00
1/11/21,January,SP500,3803.14,3817.86,3789.02,3799.61,4450500000.00
1/12/21,January,SP500,3801.62,3810.78,3776.51,3801.19,4977210000.00
1/13/21,January,SP500,3802.23,3820.96,3791.50,3809.84,4590420000.00
1/14/21,January,SP500,3814.98,3823.60,3792.86,3795.54,5180140000.00
1/15/21,January,SP500,3788.73,3788.73,3749.62,3768.25,5353060000.00
1/19/21,January,SP500,3781.88,3804.53,3780.37,3798.91,4982940000.00
1/20/21,January,SP500,3816.22,3859.75,3816.22,3851.85,4551790000.00
1/21/21,January,SP500,3857.46,3861.45,3845.05,3853.07,4484460000.00
1/22/21,January,SP500,3844.24,3852.31,3830.41,3841.47,5080430000.00
1/25/21,January,SP500,3851.68,3859.23,3797.16,3855.36,6955860000.00
1/26/21,January,SP500,3862.96,3870.90,3847.78,3849.62,6029090000.00
1/27/21,January,SP500,3836.83,3836.83,3732.48,3750.77,9878040000.00
1/28/21,January,SP500,3755.75,3830.50,3755.75,3787.38,6937960000.00
1/29/21,January,SP500,3778.05,3778.05,3694.12,3714.24,6612570000.00
2/1/21,February,SP500,3731.17,3784.32,3725.62,3773.86,5392870000.00
2/2/21,February,SP500,3791.84,3843.09,3791.84,3826.31,5495370000.00
2/3/21,February,SP500,3840.27,3847.51,3816.68,3830.17,4846900000.00
2/4/21,February,SP500,3836.66,3872.42,3836.66,3871.74,4856670000.00
2/5/21,February,SP500,3878.30,3894.56,3874.93,3886.83,4838580000.00
2/8/21,February,SP500,3892.59,3915.77,3892.59,3915.59,4635030000.00
2/9/21,February,SP500,3910.49,3918.35,3902.64,3911.23,4554610000.00
2/10/21,February,SP500,3920.78,3931.50,3884.94,3909.88,4815380000.00
2/11/21,February,SP500,3916.40,3925.99,3890.39,3916.38,4570080000.00
2/12/21,February,SP500,3911.65,3937.23,3905.78,3934.83,4119260000.00
2/16/21,February,SP500,3939.61,3950.43,3923.85,3932.59,5037360000.00
2/17/21,February,SP500,3918.50,3933.61,3900.43,3931.33,4718280000.00
2/18/21,February,SP500,3915.86,3921.98,3885.03,3913.97,4773430000.00
2/19/21,February,SP500,3921.16,3930.41,3903.07,3906.71,4823940000.00
2/22/21,February,SP500,3885.55,3902.92,3874.71,3876.50,5870190000.00
2/23/21,February,SP500,3857.07,3895.98,3805.59,3881.37,6280650000.00
2/24/21,February,SP500,3873.71,3928.65,3859.60,3925.43,5942350000.00
2/25/21,February,SP500,3915.80,3925.02,3814.04,3829.34,6513060000.00
2/26/21,February,SP500,3839.66,3861.08,3789.54,3811.15,6512950000.00
3/1/21,March,SP500,3842.51,3914.50,3842.51,3901.82,5071540000.00
3/2/21,March,SP500,3903.64,3906.41,3868.57,3870.29,5493690000.00
3/3/21,March,SP500,3863.99,3874.47,3818.86,3819.72,6150790000.00
3/4/21,March,SP500,3818.53,3843.67,3723.34,3768.47,7142240000.00
3/5/21,March,SP500,3793.58,3851.69,3730.19,3841.94,6842570000.00
3/8/21,March,SP500,3844.39,3881.06,3819.25,3821.35,5852240000.00
3/9/21,March,SP500,3851.93,3903.76,3851.93,3875.44,5496340000.00
3/10/21,March,SP500,3891.99,3917.35,3885.73,3898.81,5827250000.00
3/11/21,March,SP500,3915.54,3960.27,3915.54,3939.34,5300010000.00
3/12/21,March,SP500,3924.52,3944.99,3915.21,3943.34,4469240000.00
3/15/21,March,SP500,3942.96,3970.08,3923.54,3968.94,4882190000.00
3/16/21,March,SP500,3973.59,3981.04,3953.44,3962.71,4604870000.00
3/17/21,March,SP500,3949.57,3983.87,3935.74,3974.12,4541620000.00
3/18/21,March,SP500,3953.50,3969.62,3910.86,3915.46,4043170000.00
3/19/21,March,SP500,3913.14,3930.12,3886.75,3913.10,7725050000.00
3/22/21,March,SP500,3916.48,3955.31,3914.16,3940.59,4311380000.00
3/23/21,March,SP500,3937.60,3949.13,3901.57,3910.52,4645340000.00
3/24/21,March,SP500,3919.93,3942.08,3889.07,3889.14,4766990000.00
3/25/21,March,SP500,3879.34,3919.54,3853.50,3909.52,4940800000.00
3/26/21,March,SP500,3917.12,3978.19,3917.12,3974.54,5467850000.00
3/29/21,March,SP500,3969.31,3981.83,3943.25,3971.09,4619840000.00
3/30/21,March,SP500,3963.34,3968.01,3944.35,3958.55,4103570000.00
3/31/21,March,SP500,3967.25,3994.41,3966.98,3972.89,4564980000.00
4/1/21,April,SP500,3992.78,4020.63,3992.78,4019.87,4151240000.00
4/5/21,April,SP500,4034.44,4083.42,4034.44,4077.91,3999760000.00
4/6/21,April,SP500,4075.57,4086.23,4068.14,4073.94,4027880000.00
4/7/21,April,SP500,4074.29,4083.13,4068.31,4079.95,4112640000.00
4/8/21,April,SP500,4089.95,4098.19,4082.54,4097.17,3901910000.00
4/9/21,April,SP500,4096.11,4129.48,4095.51,4128.80,3634910000.00
4/12/21,April,SP500,4124.71,4131.76,4114.82,4127.99,3578500000.00
4/13/21,April,SP500,4130.10,4148.00,4124.43,4141.59,3728440000.00
4/14/21,April,SP500,4141.58,4151.69,4120.87,4124.66,3976540000.00
4/15/21,April,SP500,4139.76,4173.49,4139.76,4170.42,4027680000.00
4/16/21,April,SP500,4174.14,4191.31,4170.75,4185.47,4157430000.00
4/19/21,April,SP500,4179.80,4180.81,4150.47,4163.26,3788020000.00
4/20/21,April,SP500,4159.18,4159.18,4118.38,4134.94,4338230000.00
4/21/21,April,SP500,4128.42,4175.02,4126.35,4173.42,3865820000.00
4/22/21,April,SP500,4170.46,4179.57,4123.69,4134.98,4235040000.00
4/23/21,April,SP500,4138.78,4194.17,4138.78,4180.17,3568080000.00
4/26/21,April,SP500,4185.03,4194.19,4182.36,4187.62,3738920000.00
4/27/21,April,SP500,4188.25,4193.35,4176.22,4186.72,3703240000.00
4/28/21,April,SP500,4185.14,4201.53,4181.78,4183.18,3772390000.00
4/29/21,April,SP500,4206.14,4218.78,4176.81,4211.47,4288940000.00
4/30/21,April,SP500,4198.10,4198.10,4174.85,4181.17,4273680000.00
5/3/21,May,SP500,4191.98,4209.39,4188.03,4192.66,4061170000.00
5/4/21,May,SP500,4179.04,4179.04,4128.59,4164.66,4441080000.00
5/5/21,May,SP500,4177.06,4187.72,4160.94,4167.59,4029050000.00
5/6/21,May,SP500,4169.14,4202.70,4147.33,4201.62,4504860000.00
5/7/21,May,SP500,4210.34,4238.04,4201.64,4232.60,4013060000.00
5/10/21,May,SP500,4228.29,4236.39,4188.13,4188.43,3678970000.00
5/11/21,May,SP500,4150.34,4162.04,4111.53,4152.10,3593110000.00
5/12/21,May,SP500,4130.55,4134.73,4056.88,4063.04,3735080000.00
5/13/21,May,SP500,4074.99,4131.58,4074.99,4112.50,3687780000.00
5/14/21,May,SP500,4129.58,4183.13,4129.58,4173.85,3251920000.00
5/17/21,May,SP500,4169.92,4171.92,4142.69,4163.29,3307130000.00
5/18/21,May,SP500,4165.94,4169.15,4125.99,4127.83,3559790000.00
5/19/21,May,SP500,4098.45,4116.93,4061.41,4115.68,3485550000.00
5/20/21,May,SP500,4121.97,4172.80,4121.97,4159.12,3019060000.00
5/21/21,May,SP500,4168.61,4188.72,4151.72,4155.86,3344620000.00
5/24/21,May,SP500,4170.16,4209.52,4170.16,4197.05,2947400000.00
5/25/21,May,SP500,4205.94,4213.42,4182.52,4188.13,3420870000.00
5/26/21,May,SP500,4191.59,4202.61,4184.11,4195.99,3674490000.00
5/27/21,May,SP500,4201.94,4213.38,4197.78,4200.88,5201110000.00
5/28/21,May,SP500,4210.77,4218.36,4203.57,4204.11,4199270000.00
6/1/21,June,SP500,4216.52,4234.12,4197.59,4202.04,4122960000.00
6/2/21,June,SP500,4206.82,4217.37,4198.27,4208.12,4860930000.00
6/3/21,June,SP500,4191.43,4204.39,4167.93,4192.85,4579450000.00
6/4/21,June,SP500,4206.05,4233.45,4206.05,4229.89,3487070000.00
6/7/21,June,SP500,4229.34,4232.34,4215.66,4226.52,3835570000.00
6/8/21,June,SP500,4233.81,4236.74,4208.41,4227.26,3943870000.00
6/9/21,June,SP500,4232.99,4237.09,4218.74,4219.55,3902870000.00
6/10/21,June,SP500,4228.56,4249.74,4220.34,4239.18,3502480000.00
6/11/21,June,SP500,4242.90,4248.38,4232.25,4247.44,3204280000.00
6/14/21,June,SP500,4248.31,4255.59,4234.07,4255.15,3612050000.00
6/15/21,June,SP500,4255.28,4257.16,4238.35,4246.59,3578450000.00
6/16/21,June,SP500,4248.87,4251.89,4202.45,4223.70,3722050000.00
6/17/21,June,SP500,4220.37,4232.29,4196.05,4221.86,3952110000.00
6/18/21,June,SP500,4204.78,4204.78,4164.40,4166.45,6084980000.00
6/21/21,June,SP500,4173.40,4226.24,4173.40,4224.79,3391740000.00
6/22/21,June,SP500,4224.61,4255.84,4217.27,4246.44,3208760000.00
6/23/21,June,SP500,4249.27,4256.60,4241.43,4241.84,3172440000.00
6/24/21,June,SP500,4256.97,4271.28,4256.97,4266.49,3141680000.00
6/25/21,June,SP500,4274.45,4286.12,4271.16,4280.70,6248390000.00
6/28/21,June,SP500,4284.90,4292.14,4274.67,4290.61,3415610000.00
6/29/21,June,SP500,4293.21,4300.52,4287.04,4291.80,3049560000.00
6/30/21,June,SP500,4290.65,4302.43,4287.96,4297.50,3687880000.00
7/1/21,July,SP500,4300.73,4320.66,4300.73,4319.94,3077580000.00
7/2/21,July,SP500,4326.60,4355.43,4326.60,4352.34,2628550000.00
7/6/21,July,SP500,4356.46,4356.46,4314.37,4343.54,3437900000.00
7/7/21,July,SP500,4351.01,4361.88,4329.79,4358.13,3243900000.00
7/8/21,July,SP500,4321.07,4330.88,4289.37,4320.82,3393780000.00
7/9/21,July,SP500,4329.38,4371.60,4329.38,4369.55,2738280000.00
7/12/21,July,SP500,4372.41,4386.68,4364.03,4384.63,2983980000.00
7/13/21,July,SP500,4381.07,4392.37,4366.92,4369.21,3166900000.00
7/14/21,July,SP500,4380.11,4393.68,4362.36,4374.30,3213870000.00
7/15/21,July,SP500,4369.02,4369.02,4340.70,4360.03,3226930000.00
7/16/21,July,SP500,4367.43,4375.09,4322.53,4327.16,3165160000.00
7/19/21,July,SP500,4296.40,4296.40,4233.13,4258.49,4155790000.00
7/20/21,July,SP500,4265.11,4336.84,4262.05,4323.06,3634190000.00
7/21/21,July,SP500,4331.13,4359.70,4331.13,4358.69,3078550000.00
7/22/21,July,SP500,4361.27,4369.87,4350.06,4367.48,2907910000.00
7/23/21,July,SP500,4381.20,4415.18,4381.20,4411.79,3490730000.00
7/26/21,July,SP500,4409.58,4422.73,4405.45,4422.30,2679110000.00
7/27/21,July,SP500,4416.38,4416.38,4372.51,4401.46,3381080000.00
7/28/21,July,SP500,4402.95,4415.47,4387.01,4400.64,3215130000.00
7/29/21,July,SP500,4403.59,4429.97,4403.59,4419.15,2815510000.00
7/30/21,July,SP500,4395.12,4412.25,4389.65,4395.26,2861600000.00
8/2/21,August,SP500,4406.86,4422.18,4384.81,4387.16,2919940000.00
8/3/21,August,SP500,4392.74,4423.79,4373.00,4423.15,3305340000.00
8/4/21,August,SP500,4415.95,4416.17,4400.23,4402.66,3382620000.00
8/5/21,August,SP500,4408.86,4429.76,4408.86,4429.10,2734220000.00
8/6/21,August,SP500,4429.07,4440.82,4429.07,4436.52,2839970000.00
8/9/21,August,SP500,4437.77,4439.39,4424.74,4432.35,2779880000.00
8/10/21,August,SP500,4435.79,4445.21,4430.03,4436.75,3219840000.00
8/11/21,August,SP500,4442.18,4449.44,4436.42,4442.41,2803060000.00
8/12/21,August,SP500,4446.08,4461.77,4435.96,4460.83,2543860000.00
8/13/21,August,SP500,4464.84,4468.37,4460.82,4468.00,2371630000.00
8/16/21,August,SP500,4461.65,4480.26,4437.66,4479.71,2707170000.00
8/17/21,August,SP500,4462.12,4462.12,4417.83,4448.08,2884000000.00
8/18/21,August,SP500,4440.94,4454.32,4397.59,4400.27,2965210000.00
8/19/21,August,SP500,4382.44,4418.61,4367.73,4405.80,3120840000.00
8/20/21,August,SP500,4410.56,4444.35,4406.80,4441.67,2867770000.00
8/23/21,August,SP500,4450.29,4489.88,4450.29,4479.53,2965520000.00
8/24/21,August,SP500,4484.40,4492.81,4482.28,4486.23,3037770000.00
8/25/21,August,SP500,4490.45,4501.71,4485.66,4496.19,2554680000.00
8/26/21,August,SP500,4493.75,4495.90,4468.99,4470.00,2704600000.00
8/27/21,August,SP500,4474.10,4513.33,4474.10,4509.37,2862360000.00
8/30/21,August,SP500,4513.76,4537.36,4513.76,4528.79,2557300000.00
8/31/21,August,SP500,4529.75,4531.39,4515.80,4522.68,3090380000.00
9/1/21,September,SP500,4528.80,4537.11,4522.02,4524.09,3101830000.00
9/2/21,September,SP500,4534.48,4545.85,4524.66,4536.95,2897010000.00
9/3/21,September,SP500,4532.42,4541.45,4521.30,4535.43,2609660000.00
9/7/21,September,SP500,4535.38,4535.38,4513.00,4520.03,3098870000.00
9/8/21,September,SP500,4518.09,4521.79,4493.95,4514.07,2808480000.00
9/9/21,September,SP500,4513.02,4529.90,4492.07,4493.28,3035300000.00
9/10/21,September,SP500,4506.92,4520.47,4457.66,4458.58,2851140000.00
9/13/21,September,SP500,4474.81,4492.99,4445.70,4468.73,3096390000.00
9/14/21,September,SP500,4479.33,4485.68,4435.46,4443.05,2568730000.00
9/15/21,September,SP500,4447.49,4486.87,4438.37,4480.70,3154760000.00
9/16/21,September,SP500,4477.09,4485.87,4443.80,4473.75,3321030000.00
9/17/21,September,SP500,4469.74,4471.52,4427.76,4432.99,5622210000.00
9/20/21,September,SP500,4402.95,4402.95,4305.91,4357.73,3773680000.00
9/21/21,September,SP500,4374.45,4394.87,4347.96,4354.19,3044300000.00
9/22/21,September,SP500,4367.43,4416.75,4367.43,4395.64,3273670000.00
9/23/21,September,SP500,4406.75,4465.40,4406.75,4448.98,2833290000.00
9/24/21,September,SP500,4438.04,4463.12,4430.27,4455.48,2772090000.00
9/27/21,September,SP500,4442.12,4457.30,4436.19,4443.11,3032870000.00
9/28/21,September,SP500,4419.54,4419.54,4346.33,4352.63,3495970000.00
9/29/21,September,SP500,4362.41,4385.57,4355.08,4359.46,2753800000.00
9/30/21,September,SP500,4370.67,4382.55,4306.24,4307.54,3123770000.00
10/1/21,October,SP500,4317.16,4375.19,4288.52,4357.04,3148980000.00
10/4/21,October,SP500,4348.84,4355.51,4278.94,4300.46,3110560000.00
10/5/21,October,SP500,4309.87,4369.23,4309.87,4345.72,2967400000.00
10/6/21,October,SP500,4319.57,4365.57,4290.49,4363.55,3219590000.00
10/7/21,October,SP500,4383.73,4429.97,4383.73,4399.76,3096080000.00
10/8/21,October,SP500,4406.51,4412.02,4386.22,4391.34,2401890000.00
10/11/21,October,SP500,4385.44,4415.88,4360.59,4361.19,2580000000.00
10/12/21,October,SP500,4368.31,4374.89,4342.09,4350.65,2608150000.00
10/13/21,October,SP500,4358.01,4372.87,4329.92,4363.80,2926460000.00
10/14/21,October,SP500,4386.75,4439.73,4386.75,4438.26,2642920000.00
10/15/21,October,SP500,4447.69,4475.82,4447.69,4471.37,3000560000.00
10/18/21,October,SP500,4463.72,4488.75,4447.47,4486.46,2683540000.00
10/19/21,October,SP500,4497.34,4520.40,4496.41,4519.63,2531210000.00
10/20/21,October,SP500,4524.42,4540.87,4524.40,4536.19,2671560000.00
10/21/21,October,SP500,4532.24,4551.44,4526.89,4549.78,3016950000.00
10/22/21,October,SP500,4546.12,4559.67,4524.00,4544.90,3062810000.00
10/25/21,October,SP500,4553.69,4572.62,4537.36,4566.48,3250210000.00
10/26/21,October,SP500,4578.69,4598.53,4569.17,4574.79,2866500000.00
10/27/21,October,SP500,4580.22,4584.57,4551.66,4551.68,3259510000.00
10/28/21,October,SP500,4562.84,4597.55,4562.84,4596.42,3197560000.00
10/29/21,October,SP500,4572.87,4608.08,4567.59,4605.38,3632260000.00
11/1/21,November,SP500,4610.62,4620.34,4595.06,4613.67,2924000000.00
11/2/21,November,SP500,4613.34,4635.15,4613.34,4630.65,3309690000.00
11/3/21,November,SP500,4630.65,4663.46,4621.19,4660.57,3339440000.00
11/4/21,November,SP500,4662.93,4683.00,4662.59,4680.06,3332940000.00
11/5/21,November,SP500,4699.26,4718.50,4681.32,4697.53,3491150000.00
11/8/21,November,SP500,4701.48,4714.92,4694.39,4701.70,3465720000.00
11/9/21,November,SP500,4707.25,4708.53,4670.87,4685.25,3110230000.00
11/10/21,November,SP500,4670.26,4684.85,4630.86,4646.71,3581630000.00
11/11/21,November,SP500,4659.39,4664.55,4648.31,4649.27,2623140000.00
11/12/21,November,SP500,4655.24,4688.47,4650.77,4682.85,2865790000.00
11/15/21,November,SP500,4689.30,4697.42,4672.86,4682.80,2618980000.00
11/16/21,November,SP500,4679.42,4714.95,4679.42,4700.90,2838210000.00
11/17/21,November,SP500,4701.50,4701.50,4684.41,4688.67,3221250000.00
11/18/21,November,SP500,4700.72,4708.80,4672.78,4704.54,3335620000.00
11/19/21,November,SP500,4708.44,4717.75,4694.22,4697.96,3265600000.00
11/22/21,November,SP500,4712.00,4743.83,4682.17,4682.94,3206280000.00
11/23/21,November,SP500,4678.48,4699.39,4652.66,4690.70,3428780000.00
11/24/21,November,SP500,4675.78,4702.87,4659.89,4701.46,2464040000.00
11/26/21,November,SP500,4664.63,4664.63,4585.43,4594.62,2676740000.00
11/29/21,November,SP500,4628.75,4672.95,4625.26,4655.27,3471380000.00
11/30/21,November,SP500,4640.25,4646.02,4560.00,4567.00,4950190000.00
12/1/21,December,SP500,4602.82,4652.94,4510.27,4513.04,4078260000.00
12/2/21,December,SP500,4504.73,4595.46,4504.73,4577.10,3771510000.00
12/3/21,December,SP500,4589.49,4608.03,4495.12,4538.43,3971500000.00
12/6/21,December,SP500,4548.37,4612.60,4540.51,4591.67,3305690000.00
12/7/21,December,SP500,4631.97,4694.04,4631.97,4686.75,3334320000.00
12/8/21,December,SP500,4690.86,4705.06,4674.52,4701.21,3061550000.00
12/9/21,December,SP500,4691.00,4695.26,4665.98,4667.45,2851660000.00
12/10/21,December,SP500,4687.64,4713.57,4670.24,4712.02,2858310000.00
12/13/21,December,SP500,4710.30,4710.30,4667.60,4668.97,3322050000.00
12/14/21,December,SP500,4642.99,4660.47,4606.52,4634.09,3292740000.00
12/15/21,December,SP500,4636.46,4712.60,4611.22,4709.85,3367580000.00
12/16/21,December,SP500,4719.13,4731.99,4651.89,4668.67,3592810000.00
12/17/21,December,SP500,4652.50,4666.70,4600.22,4620.64,5609780000.00
12/20/21,December,SP500,4587.90,4587.90,4531.10,4568.02,3395780000.00
12/21/21,December,SP500,4594.96,4651.14,4583.16,4649.23,2564370000.00
12/22/21,December,SP500,4650.36,4697.67,4645.53,4696.56,2439570000.00
12/23/21,December,SP500,4703.96,4740.74,4703.96,4725.79,2194630000.00
12/27/21,December,SP500,4733.99,4791.49,4733.99,4791.19,2264120000.00
12/28/21,December,SP500,4795.49,4807.02,4780.04,4786.35,2217050000.00
12/29/21,December,SP500,4788.64,4804.06,4778.08,4793.06,2369370000.00
12/30/21,December,SP500,4794.23,4808.93,4775.33,4778.73,2390990000.00
12/31/21,December,SP500,4775.21,4786.83,4765.75,4766.18,2446190000.00